City;Latitude;Longitude;Country;Population
Cleveland Heights;415112;-815636;United States;44633
Danville;378121;-1219698;United States;44631
Strongsville;413128;-818313;United States;44631
Bothell;477740;-1222039;United States;44546
Farmington;377820;-904287;United States;44494
Attleboro;419311;-712950;United States;44434
Del Rio;293706;-1008798;United States;44414
Haltom City;328176;-972707;United States;44361
Oakland Park;261779;-801527;United States;44326
Selma;365743;-1196156;United States;44292
Roseburg;432228;-1233519;United States;44176
Morgan Hill;371324;-1216410;United States;44155
Bountiful;408722;-1118647;United States;44078
Pinehurst;351922;-794682;United States;44070
Adrian;418994;-840447;United States;43850
Lombard;418739;-880158;United States;43815
Oro Valley;324226;-1109767;United States;43781
Stevens Point;445240;-895506;United States;43735
Lancaster;397249;-826049;United States;43726
North Lauderdale;262113;-802209;United States;43699
Rockwall;329169;-964379;United States;43586
Kingman;352168;-1140167;United States;43548
Hutchinson;380672;-979083;United States;43507
Altamonte Springs;286616;-813950;United States;43492
Marana;324355;-1111558;United States;43474
Clovis;344375;-1031924;United States;43327
Desert Hot Springs;339550;-1165430;United States;43327
Freeport;406515;-735850;United States;43279
Salem;425130;-709021;United States;43132
Urbandale;416390;-937814;United States;43018
Bluefield;372602;-812170;United States;43012
San Bruno;376254;-1224313;United States;42957
Plainfield;416202;-882258;United States;42933
Riverton;405176;-1119635;United States;42838
Concord;432307;-715595;United States;42821
Bell Gardens;339663;-1181550;United States;42806
Klamath Falls;422193;-1217755;United States;42791
Peachtree Corners;339668;-842321;United States;42773
Leander;305707;-978587;United States;42761
Richmond;398318;-848904;United States;42759
Rohnert Park;383480;-1226964;United States;42622
Fairfield;393301;-845405;United States;42617
Clarksburg;392862;-803230;United States;42552
Brentwood;359917;-867759;United States;42517
Prescott;345799;-1124476;United States;42513
Little Elm;331792;-969284;United States;42504
Moorhead;468674;-967457;United States;42492
Brea;339255;-1178654;United States;42471
Linden;406251;-742380;United States;42457
Rancho Palos Verdes;337554;-1183636;United States;42435
The Colony;330926;-968977;United States;42408
Winder;339918;-837218;United States;42330
Greenwood;341944;-821541;United States;42279
Moline;414825;-904917;United States;42250
Ormond Beach;292951;-810999;United States;42162
Kearny;407526;-741202;United States;42126
Zanesville;399567;-820133;United States;42097
Goose Creek;329920;-800063;United States;42039
Urbana;401106;-881972;United States;42014
McMinnville;452110;-1231918;United States;41998
Winter Garden;285430;-815944;United States;41988
Belleville;385150;-899865;United States;41906
Edmonds;478114;-1223534;United States;41840
Westfield;421382;-727561;United States;41552
Marion;405497;-856600;United States;41550
Jamestown;420975;-792366;United States;41492
Manassas;387480;-774840;United States;41483
Pottsville;406798;-762092;United States;41479
Woonsocket;420010;-714993;United States;41406
Cedar Falls;425197;-924532;United States;41390
Beverly;425681;-708627;United States;41365
Coppell;329639;-969907;United States;41360
Buffalo Grove;421673;-879615;United States;41346
Shelton;413060;-731383;United States;41334
Weatherford;327547;-977665;United States;41333
Bartlett;419804;-882074;United States;41178
Muskogee;357430;-953567;United States;41117
Centralia;467226;-1229695;United States;41077
Hobbs;327281;-1031597;United States;41021
La Quinta;336537;-1162785;United States;40956
Campbell;372803;-1219543;United States;40939
Covington;390334;-845166;United States;40797
Torrington;418349;-731282;United States;40710
Puyallup;471794;-1222901;United States;40640
Oakley;379929;-1216951;United States;40622
Shakopee;447745;-934763;United States;40610
Wilkes-Barre;412468;-758759;United States;40569
Spring Hill;357436;-869120;United States;40552
Fitchburg;425912;-718156;United States;40414
San Gabriel;340948;-1180990;United States;40404
La Puente;340323;-1179533;United States;40377
Crystal Lake;422330;-883352;United States;40339
Holyoke;422126;-726411;United States;40280
Calexico;326849;-1154944;United States;40232
Streamwood;420209;-881778;United States;40166
Junction City;390268;-968495;United States;40157
Maplewood;449840;-930247;United States;40150
Statesboro;324376;-817750;United States;40141
Wake Forest;359630;-785144;United States;40112
Carol Stream;419183;-881309;United States;40069
Weslaco;261669;-979859;United States;40033
Apache Junction;333982;-1115349;United States;39954
Warren;412389;-808177;United States;39898
New Castle;409956;-803458;United States;39873
Bartlesville;367356;-959451;United States;39848
New Berlin;429726;-881292;United States;39803
Grove City;398665;-830703;United States;39721
Romeoville;416310;-881014;United States;39706
Chelsea;423959;-710325;United States;39699
Marlborough;423494;-715468;United States;39697
Hallandale Beach;259854;-801423;United States;39500
Asheboro;357159;-798128;United States;39496
Meridian;323846;-886896;United States;39478
Huntsville;307050;-955545;United States;39476
Duncanville;326460;-969127;United States;39457
Schertz;295652;-982541;United States;39453
Woburn;424868;-711543;United States;39452
Annapolis;389705;-765047;United States;39418
Friendswood;295109;-951980;United States;39396
Culver City;340058;-1183968;United States;39364
Oviedo;286576;-811869;United States;39337
Richmond;377240;-842928;United States;39267
Hurst;328353;-971808;United States;39160
Pacifica;376112;-1224781;United States;39062
Kyle;300015;-978629;United States;39060
Germantown;350830;-897824;United States;39056
Frankfort;381924;-848644;United States;39034
Westerville;401241;-829205;United States;38985
Northglenn;399107;-1049783;United States;38982
Keizer;450028;-1230242;United States;38980
Lake Oswego;454129;-1227002;United States;38945
Montclair;340714;-1176981;United States;38944
Lancaster;325922;-967737;United States;38867
Spanish Fork;401100;-1116407;United States;38861
Pleasant Grove;403714;-1117411;United States;38756
Stanton;338002;-1179935;United States;38644
Delaware;402870;-830749;United States;38643
Butler;408615;-798962;United States;38588
Marion;420444;-915853;United States;38480
Enterprise;313276;-858459;United States;38431
Milton;341353;-843138;United States;38411
Wheeling;421308;-879239;United States;38315
Brighton;399719;-1047958;United States;38314
Carpentersville;421227;-882894;United States;38291
Martinez;379985;-1221160;United States;38259
Indian Trail;350697;-806460;United States;38222
Rock Island;414699;-905827;United States;38210
Oswego;434516;-765005;United States;38208
Roy;411716;-1120479;United States;38201
Plant City;280145;-821202;United States;38200
Lynnwood;478285;-1223034;United States;38092
Hanover Park;419819;-881447;United States;38044
Huber Heights;398595;-841130;United States;38019
Brookfield;430640;-881231;United States;38016
Royal Palm Beach;267046;-802246;United States;38006
Newnan;333763;-847758;United States;37912
Mount Pleasant;435966;-847758;United States;37877
Columbia;356223;-870480;United States;37845
Lake Worth;266195;-800592;United States;37812
Aventura;259566;-801371;United States;37724
Valley Stream;406647;-737044;United States;37673
Los Banos;370631;-1208405;United States;37584
Fort Lee;408507;-739711;United States;37577
Park Ridge;420125;-878436;United States;37496
Albertville;342631;-862106;United States;37451
Reynoldsburg;399588;-827943;United States;37449
Wentzville;388165;-908671;United States;37395
Issaquah;475414;-1220436;United States;37322
Westfield;400314;-861539;United States;37221
Phenix City;324586;-850250;United States;37132
Monrovia;341650;-1179921;United States;37126
Rosenberg;295402;-958158;United States;36937
Addison;419314;-880086;United States;36902
Greenfield;429619;-880050;United States;36858
Menomonee Falls;431487;-881227;United States;36769
Calumet City;416133;-875502;United States;36732
Lincoln Park;422433;-831810;United States;36720
Olive Branch;349608;-898478;United States;36699
West Hollywood;340883;-1183718;United States;36698
New Albany;383078;-858242;United States;36670
San Juan;261902;-981522;United States;36663
Moses Lake;471276;-1192762;United States;36662
Saint Marys;307567;-815722;United States;36587
Portsmouth;387539;-829446;United States;36584
Mooresville;355842;-808246;United States;36543
Portage;415866;-871792;United States;36505
Moorpark;342855;-1188770;United States;36481
Gillette;442793;-1055013;United States;36446
Crestview;307480;-865784;United States;36433
Dunedin;280328;-827865;United States;36381
Temple City;341022;-1180579;United States;36365
Kalispell;482155;-1143262;United States;36304
Oregon City;453418;-1225938;United States;36286
San Juan Capistrano;335009;-1176544;United States;36276
La Grange;330276;-850383;United States;36270
Cleburne;323585;-974172;United States;36185
Franklin;428854;-880104;United States;36131
Shawnee;353524;-969647;United States;36100
Claremont;341259;-1177153;United States;36059
Wildomar;336173;-1172582;United States;36042
Cottage Grove;448161;-929274;United States;36029
Richfield;448762;-932826;United States;35949
Cedar City;376834;-1130957;United States;35921
Oak Creek;428803;-879008;United States;35881
Bell;339801;-1181798;United States;35864
Owasso;362884;-958312;United States;35784
Benton;345769;-925716;United States;35775
Wildwood;385798;-906697;United States;35756
Manhattan Beach;338895;-1183972;United States;35741
Gallatin;363783;-864697;United States;35734
Bettendorf;415656;-904764;United States;35727
Roseville;450155;-931544;United States;35691
Prattville;324602;-864595;United States;35606
Winter Springs;286890;-812708;United States;35599
Nacogdoches;316131;-946527;United States;35525
Queen Creek;332392;-1116397;United States;35524
East Point;336696;-844700;United States;35471
Cooper City;260465;-802866;United States;35405
Herriman;404890;-1120153;United States;35385
Georgetown;382253;-845481;United States;35353
Forney;327453;-964496;United States;35281
Peachtree City;333943;-845711;United States;35186
Paradise;397558;-1216063;United States;35163
Key West;245636;-817768;United States;35140
La Porte;296690;-950483;United States;35086
Inver Grove Heights;448246;-930596;United States;35077
La Vergne;360210;-865574;United States;35071
El Mirage;335906;-1123271;United States;35043
Watertown;423700;-711775;United States;35025
Woodburn;451477;-1228585;United States;35007
Upper Arlington;400271;-830703;United States;34997
Merrillville;414728;-873197;United States;34994
Farmers Branch;329272;-968804;United States;34988
Gahanna;400251;-828638;United States;34956
Hilliard;400348;-831547;United States;34905
Lockport;431698;-786956;United States;34859
West Fargo;468565;-969048;United States;34858
Pleasant Hill;379540;-1220759;United States;34853
